ID,PricePredicted
7256,2654615.6166699994
9063,1716277.6560399986
6441,2412434.7710800013
47,2854526.773526997
5323,1125846.1091800004
6487,1536887.9146819997
1948,1948889.0811199984
1659,2340036.5256719985
1213,1180817.1575740015
11663,3227933.837659998
3954,2870674.175679998
724,2086350.40047
1930,1618285.2886700002
7833,1065586.8043972517
814,1807095.2686319994
12190,1586434.0026649996
4080,2185590.926290001
11344,2440429.2801699997
272,1505610.5189510016
10180,1040143.0066789994
6099,3538252.6652100007
5797,1888790.9961500019
7476,3392530.214819997
833,1696806.7215633325
5545,2372403.5403099987
630,2078204.1437900027
1502,1351809.1860149994
12148,1856499.9070933356
1605,1712236.7516124996
2365,1165257.1402629986
12494,1813476.4635149986
6244,3061880.912570001
3130,1569344.4213919993
1870,1681021.8305400007
10144,1396178.3423296663
3752,1168018.100305001
5798,3674555.479322859
1765,1531314.3640200004
11929,5178102.2895599995
3241,2988004.9723
8324,3253745.553839998
2688,1065610.9602009996
2912,3334352.5635799984
6742,5090546.870049994
2694,2364476.6822025017
5237,1016536.3952488342
9138,3367044.922370001
1773,1579168.6075850003
3607,1832216.530521999
3968,1757068.9308599988
1140,2223924.0567212617
9624,1055459.2952987985
8311,2026725.216169999
202,2328633.201129997
2982,953357.5304136671
180,2131625.3531089975
3157,1401970.0588599993
2959,3526848.990341334
1436,1223593.8306235014
10813,3498375.4729166673
7478,2265904.1046299995
10467,3056293.113200001
5901,3215097.9898200016
5981,1478427.3643602845
8065,3627041.882363334
190,1201782.489007
6240,2346251.0583899994
1935,3262158.3971800013
2952,1382737.0851316184
8170,1782644.4736349995
710,1474569.7020149997
667,2120421.3562947474
543,4202543.783040001
3688,1185011.4958920002
3302,1828230.09064
664,1432887.0975214997
7706,2223842.7792500006
2076,2464402.0354400035
2500,4467601.430897501
2020,1751167.6682214993
1913,1299258.3162024997
3160,3289328.2159303357
11817,1571581.1357666657
5955,2078385.3275
4195,1431572.0385676667
939,2650460.173554
7386,1834292.0603599988
12448,1771130.7647899988
163,1557284.2305354676
831,1556863.7368819993
1634,1884076.7521523342
495,1442322.981164999
3411,1476160.116798
8095,1885890.6722671655
2251,1387381.1526799998
1891,1273370.2974899984
7473,2129611.9719583313
8557,1549401.3363699988
5766,1879278.718053332
9849,2265966.176580001
12269,2407860.6082900013
5402,2885386.914049998
3601,1942873.752335001
9895,1373293.9494100013
3909,1194242.5027009991
10595,2139708.60265
460,3305140.761209999
2883,783656.0519032496
2405,1121705.8647020012
2969,1627506.203623332
268,1600754.1651700004
558,3312256.1029199986
10556,1582867.966079999
5476,2341111.3504400006
8017,1811317.3332050003
4865,2031799.0584100017
11378,2101173.715499999
1364,2440588.164743786
3185,1712731.527604001
12622,1554845.5385120003
1135,1581177.9534799992
505,3237076.726429999
6459,1819914.7129600001
10303,2674778.4502791665
11899,1573077.857605001
3116,690024.0193930162
10073,1767571.3373996657
3393,1343955.2770199992
860,2250659.553989999
2410,1682869.0637786672
5662,3065017.929212666
2210,1723026.162063214
500,2387237.3265260025
1487,1662393.192026666
1971,1426432.1180639993
9792,3538110.471960002
1768,1720718.2627169993
1871,1041404.505001001
12803,2281583.299270001
3923,1910415.940708669
431,1219403.0114124997
3151,1691776.7776950004
4653,2771146.0008000014
9918,4101041.140189997
134,4425610.740583335
6377,3265877.5330099976
3233,3542348.312577997
1580,1125417.4673369168
3384,2178701.5414299998
7289,4967093.947676006
9381,1632086.0992299996
12592,2571357.4859650005
587,2049444.3489999992
7607,2742418.3362900014
6963,2186844.9189124987
8521,3137917.2823166675
10499,2960860.1797200018
12036,2193027.457579999
7020,2808579.2510666656
8743,3417957.8455300014
12157,2073074.213580003
11239,2322025.1705299984
3663,3059160.062770001
9637,3176738.3801899995
8276,1718422.9009299995
3010,6601546.784100004
2409,1657932.424788573
6257,1592824.5377766674
2017,1507189.5797704756
12678,2584805.8151499974
6112,2772820.8194899983
2189,1299660.719703001
1080,1804354.1836280017
2690,1389200.133253332
6163,1934257.4538249997
5107,1790504.4596799994
322,1062792.279782933
6522,3301121.379100003
2068,2982386.0568600004
3792,1082133.8174655
2882,2395921.18821
5589,1534281.0104299993
5400,1562757.0271599994
2114,2989331.171260001
111,2431557.874749999
4343,4347431.407229999
1712,3026689.356019999
548,1336353.9766982873
3872,1172078.8826066668
7453,1572708.5369929997
3551,3021824.4613299994
2332,1427542.149277884
1934,2612258.244339999
9736,1569701.2755069986
1182,4270879.921990002
508,1678595.5172260003
11486,3625310.6298300005
8871,1936623.2483099983
2011,1696234.8983633341
4175,1166103.5215372492
1323,1367644.5614524023
10789,2471450.0948300003
6130,2999415.568859999
435,2526846.5715349996
10805,1741720.0394531668
3055,1699522.1112376675
6164,2392649.852779166
5656,2334508.637425002
7336,2599269.2347800005
4469,1818207.7132900003
2136,1218197.8659158319
5535,3428221.9135399996
1231,3035703.132409999
11272,2970301.11462
1021,1031337.6265460002
2761,1755011.6397308353
4704,2120199.1770316665
2705,1397037.8694946433
435,2747842.1797600025
7989,3476763.958866669
2544,1078525.7446613319
3767,1325942.9285053313
7294,1750838.7577964
11474,1291620.550538998
2330,1978610.0671150011
6619,1493634.3198581666
6490,2748766.4483199986
63,3419034.3568299995
967,2985667.121220001
9740,2506928.1736000003
1763,1987178.7880599992
9782,2784623.4831100004
2731,1386478.6016292842
343,1561364.7142066672
561,1574826.9237859426
6501,1827127.3781269998
10554,999208.3102529998
2074,1216088.9180610003
12584,3483496.1500999993
1873,2195411.349633333
1213,1055091.8190150012
5906,2900168.530629999
3139,1177956.9513573325
4940,2972716.9544400005
2446,1524110.0930100007
835,1015195.2718506672
10184,1361642.1729000008
11460,2208595.2493700017
2817,3453913.8010500018
10662,3279221.866229999
9273,2075947.601270001
219,1618862.3415600006
12943,2359566.878942999
1058,1826279.3739499995
788,1329417.46673225
1160,1329036.6862779988
2653,2952433.287803334
10599,4525386.227469997
5800,3820377.7746799993
131,3517319.095362997
3095,2563084.0090626655
1823,2119005.866534669
5447,5358630.46982
12900,1015869.7187947509
1316,1670211.3528756676
319,2011039.7205919987
10480,2086493.293756668
574,1230754.1971949984
2822,2922786.5166999954
9437,2047854.1662300003
4272,3946183.256469999
1782,2497011.3723500017
11922,1933164.677115001
11326,1204573.6774011657
1804,2212358.6756233345
2003,3523229.007209997
7570,3939449.963229997
9632,3056956.8881479953
74,2811898.810404003
7627,1530347.641532501
11876,1513201.780288
1285,1436414.292885001
2212,1792194.9484755006
2104,2331392.392589999
2659,3206806.8296900005
1178,1991854.7574733347
3876,1339310.8285684285
677,1127576.6398220006
6856,1487208.5987891662
4256,2811770.8040800006
12061,1284784.976225001
1948,1896240.1893200001
12461,4595918.0310750045
2673,2074585.537907145
11313,1647947.3048480004
2597,2343415.972990001
457,986289.6911068995
1430,1160821.7703493333
8795,5058080.775220002
10465,1013520.3825056655
9807,3158281.7934999983
1936,1590308.3317959998
10108,1107242.968471858
2310,1697587.9598300003
10840,2592863.3952400004
6251,2348217.9942099974
1811,4915834.761596669
12972,3263999.1010099966
12258,3642545.2534199995
1830,1091540.5269725712
8947,1890777.0257899996
4771,1376014.0311857325
838,1139691.3291200004
2193,1068944.4837380003
11547,2254358.8749799985
1058,2502200.807759999
4039,3301781.9979099995
1462,1742173.7837599993
8680,1335497.0891749999
6921,3274261.6421199995
1385,1111482.6971083332
410,1178117.934105999
8002,2201104.9018533356
10165,1755569.7265299987
351,1623986.4560159987
1135,965659.2328909994
3838,3614367.6475700005
1287,4742590.61125
3704,1408430.1843483346
11620,2099189.0056800004
5601,2482466.62896
429,2260661.0857775016
390,1274921.8122839993
100,1213159.4369846673
10524,2379361.5871999976
12626,1220822.85863
3230,2164669.423380002
9761,2601253.790390001
7283,1862142.8367800007
1024,2071614.3178099983
204,1390581.591013999
11060,1782537.1710840005
10291,1250717.1870049993
3743,2530184.312679999
2592,2357111.0874886666
9023,3080814.33013
11890,2353685.41645
6321,1990114.2179400017
1635,2023826.9834300003
1501,1558208.1934728571
11908,2763854.3452499984
1103,3127087.779369999
1706,1847292.441622498
12992,1936647.1231445237
1679,1571905.650565567
2914,3759567.070593998
5886,2444551.0475799977
3309,2880198.408749999
9983,2422288.26039
10866,3076936.119130002
12463,2398457.0418199985
9921,1407861.7272400002
9528,2177291.21672
8552,1268130.4293840008
11997,4752901.026163339
8663,2103164.225350834
4638,1569767.09895
247,1270355.3485548336
2111,1386700.5084280008
2790,2884632.342580002
1935,1504574.2445700008
7861,1437248.2870700005
8018,2829469.6126499977
9560,1752722.2038366643
12985,1517612.7604699996
2944,1242010.362541665
379,2083588.936130001
10391,2537742.6229000036
2871,849716.0774130835
1077,3878142.402621665
3339,2495040.535950002
476,2188892.99564
1235,960836.5743190006
2543,1043294.9565910004
50,2836958.0845700013
10897,3401057.3251160015
4624,2603389.0209700014
1752,2524618.74262
1490,2178597.1961081675
3539,829146.6666900008
11184,1405750.7481009993
3867,3197298.7241249997
609,1138477.2876805
8666,1298698.6586310011
5641,2399368.349384997
1376,2535953.495869998
11866,2135505.9744499982
3832,1495486.98439
3371,2200687.860415
327,1534148.958366999
93,1874169.2808600003
2066,2022253.1744619978
1258,1540461.8844466677
6068,1502699.7585986662
1106,1580962.5602567322
1010,3937661.7499499987
175,3186506.5944399987
9972,1386700.5084280008
9963,2732645.806860002
12114,2649201.3676099977
2204,1749310.6247975007
792,3092437.5767700006
288,1418886.43792
1423,3556855.9668966667
5514,1441723.571969999
11875,2658131.4197799983
3955,2630076.457670001
6193,3162589.8338300013
7041,1825390.6579500008
3317,1264063.0011230004
784,3179301.039089999
8629,2536140.511199998
8620,4640268.3928900035
8103,3533614.84633
2801,1717408.4103299996
8798,1639183.5952925005
2569,1371056.9657266664
3005,1587187.2443999986
398,1357012.2338756663
5046,5122025.656569999
4847,1450840.6026599992
4917,2354629.520929999
615,1894292.9663899997
3047,1185779.0194839975
10407,2521634.414689999
6145,1442463.3295719987
1161,1374618.1136300012
162,2306959.428176668
9438,3043332.745109999
12852,2577136.959250001
6389,1954920.0708399992
8115,2128904.126339999
7578,1843128.4826400012
1044,1311954.0588424997
1111,2175116.4936608328
1394,1101982.035542001
1311,3797271.178399997
5018,1526221.9409999999
4789,4810420.815509998
577,3082018.1482969956
5043,2073221.4787600006
1072,2368560.9843739998
6541,2597269.470046998
7698,2754262.753800001
642,995454.9032473334
6667,2930934.9134566635
6388,1416268.2926759988
3809,1987129.2701700013
8445,3211034.4047800023
1045,2922194.61063
9038,1661430.4783299998
1431,1224490.0044900007
2448,1452539.3708070007
3348,3235500.7490060013
3412,1372211.4686587101
4478,1082124.4710889994
10821,2066950.8457703355
6759,2936117.878230001
5318,2510683.948989999
3322,1458760.6003420004
1047,2678241.73585
2272,2430063.7356200013
8808,942080.8360692434
6987,2731138.702295001
3031,1656559.5917233326
1372,2425097.1578775006
11810,2116692.6976100015
870,1829551.3615000003
5742,4591066.481369999
1386,1922110.7775200012
2266,911968.4792166662
4279,2572887.42335
1454,1602671.697796001
903,2801687.958020001
6594,3005615.9690099997
750,1338150.3892900003
142,2761208.8592199986
12371,3862558.817470002
1617,1775453.3938229987
4640,1847887.8701699986
4569,1270709.2000616663
316,1486056.3176533333
10926,3325474.40659
2374,1135149.4348571664
12550,1275567.5264700009
709,3235006.7802799996
158,2256178.355419999
1429,1862256.3457366675
3854,2095978.8202799973
2863,1062792.279782933
10621,1719953.8609366668
4289,2216890.8794900007
6055,1581301.9726199994
9832,2543601.1923900004
2693,2780396.4689000007
7011,1338231.903142
2688,1648466.0842819992
10259,3673775.479190001
10235,1354346.8322794058
9786,2844660.7542399983
3014,2771627.173790002
9434,1490530.3407778323
9764,2770547.0704433294
2423,1745237.1876856661
651,1384737.4948700008
3610,1456944.1810949997
1899,1981211.9128499997
1063,1607164.8686636658
4294,2004418.0261406663
1422,2014332.075210003
10612,1197633.7032393334
4837,1353281.3688799997
4501,2931591.7628113343
10549,1881982.2270900009
1114,1255474.0332799994
88,1649631.596412
7817,5591544.3873999985
1980,2631526.243690002
1151,3151816.5105899973
2404,1656555.870642858
4641,2978913.803820001
2942,5666587.871549997
607,1871610.0620200024
4293,2405708.7793800025
5274,1007585.1501584334
2701,2317290.9543100004
445,1878030.9207500003
7846,2538644.195830829
1138,1811751.8507462505
7784,1827535.090322001
11617,3618236.270523336
1483,976258.2790979998
11159,1662491.3174900007
8513,1784453.8994500001
8892,1207270.812505
2759,1970186.1001599997
4645,1719674.216733335
2505,1607698.593287999
2017,1818691.1564366675
9450,3598865.5768299997
2271,1815593.8738033343
2548,1524681.6009021653
541,1826701.8312493342
2449,1265002.321713666
8912,1383218.0149200005
3996,1604725.4316758336
3866,1255271.9534269988
2885,2337085.670558332
2111,968496.0381357307
95,3106660.7802900006
3071,1911535.5645
10344,1483523.5706800006
160,873330.4484664993
1039,1236089.9983666993
1306,2198035.0052250926
2725,1519782.2263399998
868,1100930.0607873332
11937,1371950.0980100008
2177,969939.6689113332
4366,1408790.2951049998
2742,3871324.6111000017
12845,4316925.949500003
624,3365861.7123925053
1659,3660911.0484499987
6569,1256428.3205259515
179,1800932.4444601666
12103,2929513.7146899975
450,1467718.1377099985
5796,2130438.4208999993
2573,2918420.7717400016
4685,1709423.0646899985
1325,1189464.4831803327
2623,1768983.7829699987
3088,1038096.8931159994
8992,3492690.233970004
9195,1656403.9194200016
2862,1063964.4215860001
4097,1398432.5067089992
12294,1552318.7235000012
1600,2770963.9921700004
8716,2407294.5489300033
11537,944622.873061999
7663,1366641.2506062312
1206,1122581.4553797662
2184,2402998.5644699987
3525,3372378.6565299956
9221,3270960.4638499995
2166,1104564.547586999
3445,3096877.208460001
2278,1969138.4598879998
4525,1496276.3105748573
1354,2301010.900219999
10348,3263430.4427200016
2023,2253352.335871249
1672,1399776.6800160003
531,1289775.0418899998
2048,2927352.6627000016
429,1297328.9809329996
9757,3937447.054129999
8636,1494021.35752
7959,4261145.8097
2886,2265892.240271
679,1411612.067270001
1270,2036802.5197219506
1618,2497693.0733350012
1033,1795622.8585900015
4672,1460843.3069810008
5523,1633581.4437209999
2398,2702466.547960001
1028,2683886.336539998
459,3739808.510822499
11788,1947679.577663332
3931,2110355.3895700015
410,1808597.443005
721,3115469.25837
1490,3906873.0807480025
2979,1209871.3112000015
1967,1586723.4397350021
3898,1867984.5785000015
929,2542194.880139998
398,2685901.1314599984
3304,1987319.5206944009
2264,2401930.712086499
5436,3036399.365379997
5225,2589647.771499997
8587,2888643.807010001
4849,3861833.951100002
499,1036582.4723199995
1460,1985197.1137400002
2464,959363.3019939996
2683,2023690.1669300005
9029,4345278.039939999
3188,1710094.2540799999
1737,1228293.4581056675
549,4325810.396103997
1390,1043039.7056109995
10437,2691342.371379999
2787,1029041.0394089987
4062,3500041.335689996
777,1407471.2491533349
5135,1594442.5424581661
3521,1284371.5875079997
2750,1073663.7157489988
12286,2802839.8035399993
3857,2166562.1042076666
578,2407686.486599999
1944,1981434.9222099972
3511,1598521.095522332
3262,1371538.5606600002
1148,1608109.2113689997
11137,2645954.7885330003
2426,4985176.853789997
12440,1428437.2653199995
2704,5324000.090609992
1222,1407088.8951899998
2707,1183712.160716999
10643,2568789.0395833324
2534,1416515.8851899991
1777,1804947.3013985713
2331,1206271.445170066
12938,3189764.9824816673
1139,1393459.2142268333
1636,1406198.6143964997
3224,3554918.4242399996
5747,2331368.939329999
604,3214925.0923599987
1346,2674933.1489300025
9891,2454822.990399998
2653,1972495.1016699988
10722,2255302.7772699995
2214,1206189.882566667
8519,2623001.4609399997
3869,2869811.066360001
780,1015869.7187947509
5483,2672786.458929996
2495,2264229.1607299997
251,1314007.1693619995
8327,2962142.422350002
9610,2327395.479699999
2949,2188256.7223
3713,2602573.154280002
2281,2401692.039800002
1704,2142052.8088915963
2849,1906353.1989499992
11160,1203299.044606
5196,2750503.0619100034
901,1471684.837805001
2204,1136639.649320333
2348,1292606.8035419998
11923,1780315.9488933338
3286,2227643.7991299983
12299,1618007.5889600003
1181,2165857.0921300007
8251,1962827.3504833311
2897,1644084.6762449997
12548,1721370.2622099996
2794,859873.327948999
2835,990230.5963156667
1115,2986794.9979366674
9351,1436480.9352799994
12288,3160623.835082857
6764,1642930.0970861425
2009,4248968.7137100035
1484,846684.6737539996
12829,1600388.3783800015
610,982981.1212519999
2018,1009976.3912195
8818,2403369.7998733353
2270,1230138.9562299987
7844,2463267.888310002
1755,1302441.4044300006
3485,1266475.6278966689
2501,1400668.6045091676
2953,1278815.4624720006
1395,763543.5360839997
2171,1184506.333271858
687,1308694.4538659994
1644,2818623.10157
1697,1594813.6355329994
3814,1473518.2081219992
2740,1395660.325071834
2793,2517120.0545999976
9962,1119279.5006420002
641,3051590.0995599995
12391,2619764.701350001
2590,2154774.6605700017
